Status,Address,S/A,Price,For Tax Year,Gross Taxes,Sold Date,Days On Market,Age,Area,Total Bedrooms,Total Baths,Lot Sz (Sq.Ft.),Floor Area -Grand Total,Original Price,List Price,Driveway Finish,Floor Area - Unfinished,GST Incl,Foundation,Floor Area Fin - Basement,Zoning,Parking Places - Covered,# Rms,No. Floor Levels,Frontage - Feet,Depth,Type,Public Remarks
S,31 8266 KING GEORGE BOULEVARD BOULEVARD,F32,"$45,000 ",2019,$52.39 ,12/17/2020,56,53,Surrey,2,1,0,744,"$68,800 ","$59,800 ",Asphalt,0,,Other,0,MHP,1,5,1,30,70,Manufactured,"THE PLAZA: 2 bedroom single wide in well managed, adult park. Open concept with decent sized rooms and bigger 2nd bedroom than average. Features include: new carpeting in hallway & bedrooms and newer laminate in living room, fridge, stove, washer & dryer included.  Electrical system has been upgraded with new Electrical Inspection, silver label. One small pet ok, no kids.  Monthly pad rent is $726.  Estate sale, priced to sell quickly in as is condition.  What you see is what you get."
S,83 8220 KING GEORGE BOULEVARD,F32,"$57,000 ",2020,$125.28 ,3/9/2021,5,46,Surrey,2,1,0,816,"$65,000 ","$65,000 ",,0,,Concrete Block,0,MHR,,6,1,,,Manufactured,"Crestway Bays. Family park, pets welcome with restrictions close to all amenity's and Transit.. Home needs some TLC  AS IS WERE IS!!!"
S,18 6571 KING GEORGE BOULEVARD,F36,"$60,000 ",2019,$640.00 ,3/5/2021,80,53,Surrey,1,1,0,744,"$75,000 ","$72,000 ",Asphalt,0,,None,0,MHP,1,6,1,,,Manufactured,"Quiet, well maintained manufactured home park. Age restricted - one resident must be 55+. Renovations include bathroom, kitchen and hardwood flooring. The kitchen has a new range and tile backsplash with colour matched light fixtures. The must see bathroom has new fixtures and a jetted walk-in tub. This unit backs onto ravine greenbelt for peace and privacy. Newton Park is attended to by a full time caretaker and benefits are clear to see. Come and check it out for yourself!"
S,9 6280 KING GEORGE BOULEVARD,F39,"$80,000 ",2020,$86.77 ,5/14/2021,16,56,Surrey,2,1,0,808,"$84,900 ","$84,900 ",,0,,Concrete Block,0,MHR,1,6,1,,,Manufactured,"White oaks. Quite park 50+ 1 small pet ok. 2 bedroom + Den 1 bathroom in quite community. central location and close to all shopping and transit. private yard, 1yr old high efficiency furnace and newer hot water on demand. close to fifteen thousand in up grades. 100 AMP SERVICE. call today for showing."
S,26 6571 KING GEORGE BOULEVARD,F36,"$85,000 ",2020,$28.34 ,2/2/2021,69,53,Surrey,2,2,0,725,"$92,500 ","$86,000 ",Asphalt,0,,Other,0,MFHP,1,5,1,0,,Manufactured,"A wonderfully updated Manufactured home with everything being updated over the last few years. New Flooring, Gyproc walls and ceiling, newly painted, all new appliances including Fridge, Stove, Dishwasher, Clothes Washer and Clothes Dryer. Stand alone fireplace in living room. All windows updated and metal roof with extra insulation. Bathroom updated with safe step jet tub and separate shower. New Electrical Panel. New Propane tanks and hot water tank. New skirting. This home is ready for you to move right in and enjoy for a long time. This mobile home park allows 1 pet and is 55+ age restricted. Pad rent is $677 per month. A lovely location in the park which is away from the roads. This home is virtually open at all times and is easy to show in person. Contact your realtor for more info."
S,40 8266 KING GEORGE BOULEVARD,F32,"$93,000 ",2002,$84.00 ,5/19/2021,7,54,Surrey,2,1,0,768,"$88,800 ","$88,800 ",,0,,Other,0,TAZ,1,5,1,30,70,Manufactured,"THE PLAZA: 2 bedroom single wide in 19+ age restricted park.  Quiet, private location on corner lot, at bottom of park looking onto green space and Bear Creek. Electrical system has just been upgraded and re-certified with new hydro panel and silver label, Electrical Inspection sticker.  Kitchen plumbing was upgraded 5 years ago and the gas furnace motor was replaced within the past 5 years.  Pad rent $726.00 per month, one small pet ok.  Walk to Bus, quick 5 minute trip to Sky Train, close to shopping and recreation."
S,21 9132 120 STREET,F31,"$98,000 ",2019,$212.00 ,1/7/2021,2,53,Surrey,3,1,0,952,"$98,000 ","$98,000 ",Concrete,0,,Concrete Block,0,MNP,1,8,1,,,Manufactured,"Looking for a fenced yard for the kids to play in, but don't have millions for a house? Here is a fantastic opportunity to own a beautifully renovated manufactured home close to shopping, amazing restaurants, transit and schools. This 3 bedroom home has been fully renovated from top to bottom, with vinyl windows, laminate flooring, new kitchen and appliances, great park with great neighbours. Large backyard with small workshop and storage shed. This move in ready home is a great place to start home ownership."
S,6 7790 KING GEORGE BOULEVARD,F37,"$110,000 ",2019,$164.86 ,12/18/2020,177,33,Surrey,2,1,0,980,"$143,900 ","$115,000 ",,0,,Concrete Block,0,MHR,3,4,1,,,Manufactured,"Crispen Bays family park 2 pets ok with restrictions. This home has lots of updates, New windows, Roof 10yrs old, All stainless steel appliances, New paint, New floors and security system. 2 bedroom with big master 16' X 9'6 bathroom has walk in tub and much more. Lots parking  with double drive way for family and friends, 3 storage sheds. Call for showing today."
S,171 7790 KING GEORGE BOULEVARD,F37,"$115,000 ",2019,$46.31 ,12/24/2020,91,47,Surrey,3,1,0,868,"$133,000 ","$133,000 ",Other,0,No,Other,0,MHP,1,7,1,,,Manufactured,"3 BEDROOM W/ OFFICE MANUFACTURED HOME located in Crispen Bays Park, a family friendly community. The park is centrally located, walking distance to transit, Costco, Superstore, and Canadian Tire. You will have access to the outdoor pool during the summer, playground, basketball court, and the clubhouse is great for hosting large gatherings. The home is well maintained and cared for with upgraded plumbing, furnace replaced in 2015 and fridge, stove, and washing machine replaced in 2018. Bring your 2 small pets 17 in height at the shoulder and under 35lbs."
S,84 7850 KING GEORGE BOULEVARD,F37,"$118,000 ",2020,$195.66 ,3/4/2021,24,45,Surrey,2,1,0,995,"$124,900 ","$124,900 ",Asphalt,0,No,Other,0,MHP,0,7,1,,,Manufactured,"QUIET AND PEACEFUL LOCATION within Bear Creek Glen MHP, an adult oriented community designated for people 55 years of age or older. 1 small pet is permitted 18 in height when fully mature. This single wide home has a layout that makes the home feel large, lots of potential to customize this home to suit your needs. The yard is quite large and would be an ideal place to entertain guests and enjoy the serenity, or if you don't feel like being outside but still want to soak up some sun you can do so in your solarium. Walking distance to transit, Superstore, Costco, Canadian Tire, pubs, shops and more!"
