Status,Address,S/A,Price,For Tax Year,Gross Taxes,Sold Date,Days On Market,Age,Area,Total Bedrooms,Total Baths,Lot Sz (Sq.Ft.),Floor Area -Grand Total,Original Price,List Price,Driveway Finish,Floor Area - Unfinished,GST Incl,Foundation,Floor Area Fin - Basement,Zoning,Parking Places - Covered,# Rms,No. Floor Levels,Frontage - Feet,Depth,Type,Public Remarks
S,210 1840 160TH STREET,F55,"$195,000 ",2020,$134.80 ,4/30/2021,86,48,South Surrey White Rock,2,1,0,720,"$214,900 ","$214,900 ",,0,,Concrete Block,0,MHR,1,4,1,,,Manufactured,"Breakaway Bays. Family park.. This idyllic, farmhouse-inspired home is perfect for a young family or a single individual. New hot water tank and furnace. New roof, windows, appliances, flooring, drywall, plumbing, and electrical replaced in 2020. The current family outgrew the nest. Two pets okay with restrictions. Pad rent is $1106.67, which includes electrical, water, garbage and snow removal. Don't miss out!"
S,288 1840 160 STREET,F55,"$197,000 ",2020,$0.00 ,4/21/2021,14,41,South Surrey White Rock,3,2,0,"1,028","$199,000 ","$199,000 ",,0,,None,0,MHR,1,6,1,0,,Manufactured,"Breakaway Bays, a lovely cozy and roomy 3 Bedroom and 2 baths. Plus large family room or a guest suite with its own ensuite. Clean, bright with skylights in the kitchen and bathroom.  Bay window in living room. Room for a dining area in living space if needed. Newer laminate in kitchen and hall. Impeccable condition 6 year old life time warrantied roof.  Covered parking. Park allows two small pet and no age restrictions. Breakaway Bays features a vacation lifestyle, Clubhouse, outdoor pool and park areas, all close to beach, shopping, golf and the border. SHOWS VERY WELL."
S,221 1840 160 STREET,F55,"$198,000 ",2020,$249.00 ,5/2/2021,114,46,South Surrey White Rock,2,2,0,810,"$199,980 ","$199,980 ",,0,,Other,0,MHP,,7,1,,,Manufactured," Please verify all important information for your buyer, including square footage. Buyer must be park approved by community owner prior to purchase. Please review associated documents. Owner Related  to listing realtor. No offers prior to Disclosure of Interest in Trade, Owner  Disclosure Notice and PDS acknowledged."
S,267 1840 160 STREET,F55,"$225,000 ",2019,$305.42 ,1/20/2021,2,49,South Surrey White Rock,2,2,0,"1,008","$229,000 ","$229,000 ",,0,,Concrete Block,0,MHP,,9,1,,,Manufactured,"Double wide in a quiet cul-de-sac on one of the largest lots at Breakaway Bays. Features 2 large bedrooms (master with ensuite and walk-in closet) plus living room, dining room and open kitchen. Lots of space to entertain family and friends or run a home based business. Big laundry room with space for additional storage, plus a detached office with heat and electricity. This home has a new SILVER LABEL sticker, newer hot water tank, new paint (2019), newer appliances(2018), plus some flooring and lighting upgrades. The backyard offers a private 10 x 10 deck along with a shed and 3 parking spots. The park offers an exercise room, a large Clubhouse with pool tables and lounge, an outdoor swimming pool and lots of green space to walk your pet. No age restrictions, 2 pets and rentals allowed."
S,2 1840 160 STREET,F55,"$225,000 ",2020,$470.11 ,5/23/2021,2,45,South Surrey White Rock,2,1,0,"1,152","$238,000 ","$238,000 ",,0,,Concrete Block,0,MHR,1,6,1,0,,Manufactured,"Go double wide, detached paradise: Living space: 1,152 sq ft. w/ bonus covered deck, giving extra room to relax. This beautiful residence at Breakaway Bays, has 2 bedrooms, updated 1 bathroom, very well cared for. Upgrades include: New Roof 2015, New: Washer/Dryer, Water Heater, Shower, Toilet,  beautiful high end laminate flooring, spacious workshop. Plus 80 sq. ft. storage shed. Location within the complex is perfect, making this an easy choice and move. Amenities include, outdoor pool, exercise centre and clubhouse, close to shopping (Morgan Crossing) and other amenities and very close to the border. No age restriction. 2 Pets are allowed with some restrictions. Pad rental, $1,080 mo. includes electric, water, sewer, access to amenities.Breakaway Bays has a great community of neighbors."
S,280 1840 160 STREET,F55,"$250,000 ",2020,$328.73 ,12/16/2020,33,40,South Surrey White Rock,2,2,0,"1,080","$265,000 ","$265,000 ",,0,,Concrete Block,0,MHP,1,6,1,,,Manufactured,"Welcome to Breakaway Bays...  Double wide featuring 2 bedrooms with 1 & 1/2 bathrooms, updates include newer roof with 2 skylights, flooring, paint, gas fireplace, newer kitchen and baths with a huge private lot with tall trees and no neighbor to one side. Two 8 x 10 sheds for lots of storage.  Sliding glass door off of patio to huge covered patio for year round entertaining and enjoyment plus wooded patio for summertime use. 1 covered carport plus 1 open parking with visitor parking available. Home has earthquake tie downs. Low pad rent $1026.  Park offers great amenities w/outdoor pool.  No age restrictions, pets and rentals okay. 5 minutes to beach, US border, shopping, restaurants and transportation.  Buy with 5% down OAC.  Call today before it's too late!"
S,3 1840 160 STREET,F55,"$295,000 ",2020,$380.24 ,4/15/2021,28,49,South Surrey White Rock,2,2,0,"1,296","$299,900 ","$299,900 ",,0,,Concrete Slab,0,MHR,1,8,1,0,,Manufactured,"Size matters...total living space: 1,334 sq ft. with enclosed bonus room off kitchen. A beautiful residence at Breakaway Bays. This is a 2 bedroom, 2 bathroom home that has been very well cared for. Upgrades include: New Roof 2010,  wood flooring, updated bathrooms, and storage solutions. The location within the complex is great, making this an easy choice is the amazing outdoor pool, exercise centre and clubhouse. Breakaway Bays has a great community of neighbours, close to shopping (Morgan Crossing) and other amenities and very close to the Border. No age restriction. 2 Pets are allowed with some restrictions. Pad rental, $1,100 mo., includes electric, water, sewer and access to amenities."
S,151 1840 160 STREET,F55,"$300,000 ",2020,$535.32 ,1/7/2021,26,47,South Surrey White Rock,2,2,0,"1,137","$318,000 ","$318,000 ",,0,,Other,0,MHP,1,6,1,,,Manufactured,"Beautiful double wide manufactured home in Breakaway Bays Communities Park located in a great accessible location. Newly renovated home includes (2 bedrooms, den, on-suite, main bathroom, living, dining room, kitchen, utility room). Electrical, lighting, plumbing, roof, appliances and shed all new. Parking for 2 cars. This home is very quiet with larger open concept rooms, great for family living. Friendly helpful neighbours. Community allows small-medium pets and includes swimming pool, club house, events hall and RV parking gated. Location 5 min drive to border, shopping malls and more. Transit is a quick walk. Catchment schools (Elementary: K-7 South Meridian Elementary & High School: 8-12 Earl Marriott Secondary). Priced right for you."
S,308 1840 160 STREET,F55,"$320,000 ",2020,$346.00 ,4/26/2021,52,41,South Surrey White Rock,3,2,0,"1,240","$339,500 ","$329,500 ",,0,No,None,0,MHP,1,6,1,0,0,Manufactured,"Welcome to Breakaway Bays! WOW! Brace yourself for this tastefully renovated manufactured home in one of the most sought after parks around! Updates include hard wired smoke detectors, all new drywall, new kitchen with Cesar Stone counter tops, new deck liner, all new double pain vinyl windows, walk in shower with frameless glass, all new flooring, new exterior doors, all exterior locks with smart lock keys & all lights are LED! This 3 bedroom 2 bathroom double-wide home is located in a family and pet friendly park which includes an outdoor pool and recreation hall a few steps away. Reasonable pad rental fees and a great community to live in. Hydro is also included in the pad fee! In other words, call on this one QUICK!"
S,15882 NORFOLK STREET,F55,"$324,900 ",2019,"$1,585.94 ",1/31/2021,139,45,South Surrey White Rock,2,1,"3,889.00",816,"$324,900 ","$324,900 ",,0,,Concrete Block,0,MHR,1,5,1,102,38,Manufactured with Land,Manufactured home in Cranley place.  2 bedroom 1 bathroom home with no strata or pad rent!! Quiet age restricted park 50+.Great price and you own the land in South Surrey. Don't miss out call today for showing.
S,19 15875 20 AVENUE,F55,"$345,000 ",2019,"$1,346.41 ",2/27/2021,53,41,South Surrey White Rock,2,1,"3,923.00",840,"$379,000 ","$379,000 ",Asphalt,0,,Concrete Slab,0,RM-M,1,6,1,,,Manufactured with Land,"Sea Ridge Bays, you own the land! This tidy 2 bedroom home is spacious with both a living and family room as well as good sized workshop. Great for the smart sizer!!"
S,241 1840 160 STREET,F55,"$350,000 ",2020,$235.75 ,4/18/2021,25,47,South Surrey White Rock,3,2,0,"1,100","$374,880 ","$374,880 ",,0,,Concrete Block,0,MHR,2,6,1,,,Manufactured,"One of the largest corner lots in the complex with 1100 square foot double wide featuring 3 bedrooms, 1.5 baths with 2 piece en-suite.  Buy with confidence with this like new modular with new torch on roof, windows, 2 inch faux blinds, deluxe custom kitchen with quartz counters thru-out, laminate flooring, designers colors and fixtures, custom closets with barn doors, too many extras to mention.  Gorgeous yard with patio and custom built water feature for year round entertaining and enjoyment in your private oasis.  Also comes with extra storage attached.  Large covered carport and lots of parking.  Comes equipped with electric chair for mobility issues.  Pets and rental allowed, no age restrictions, Pad rental of $1100/month. Incredible resort style amenities. Call today!"
S,108 15875 20 AVENUE,F55,"$351,500 ",2020,"$1,463.55 ",2/6/2021,103,43,South Surrey White Rock,1,1,"2,929.00","1,270","$399,900 ","$365,000 ",Asphalt,0,,Concrete Block,0,MHR,1,7,1,0,,Manufactured with Land,"Sea Ridge Bays! Well kept 1 bedroom + large flex room situated on a self owned lot. That's right your own manufactured home on it's own property. Bright and spacious open floor plan. Bay windows in living room, gas fireplace, built in cabinets in the dining room, covered patio and carport. Age 55+ community, 2 small pets allowed. Terrific condo alternative. $137/month strata fee and you own the land!! Roof, furnace, hot water tank updated. Located at Sea Ridge Bays. Really nice park in a central location in South Surrey. Close to all shopping and amenities, minutes to the beach and US border. Two bedroom, one bathroom. Home is in a great location in the park - Cul-de-sac."
S,113 15875 20 AVENUE,F55,"$390,000 ",2020,"$1,653.65 ",12/14/2020,28,42,South Surrey White Rock,3,2,"3,288.00","1,432","$419,000 ","$399,900 ",,0,,Other,0,MHR,1,9,1,,,Manufactured with Land,"Rarely available! One of a kind bright 3 bedroom plus large den 1430+ sf rancher FULLY ACCESSIBLE home (great wheelchair access) on a SELF-OWNED lot (no costly pad rental!) in the 55+ adult oriented SEARIDGE BAYS complex. Quiet CUL-DE-SAC location with $26,000 EXTRA value in upgrades plus large master en-suite bathroom with huge walk-in shower. You get on demand hot water, newer vinyl windows, ceramic cook-top stove, new hood fan, bottom mount freezer fridge, Maytag NEPTUNE front load washer/dryer, SKYLIGHT, plus mantle style fireplace. Modified for wheelchair access & ramp. Enjoy your large covered sundeck and over-sized private yard. Carport and rare double wide parking  too PLUS redone roof. Great Park has a CLUBHOUSE and facilities. Low monthly fee of $137. Will sell quickly. Call now."
S,6 15875 20 AVENUE,F54,"$395,000 ",2020,"$1,649.16 ",5/6/2021,35,42,South Surrey White Rock,2,2,"3,059.00","1,152","$439,000 ","$439,000 ",,0,,Concrete Block,0,MHP,1,6,1,47,,Manufactured with Land,"DOUBLE WIDE, 2 BEDROOM, BARELAND STRATA LOT 1 bathroom manufactured home. Welcome to stress free living on your own little piece of paradise. Parking for 2 cars, Large living room, Kitchen, Dining area. Close to all major commuting routes while still being tucked away in a beautiful quiet spot in South Surrey. Call today to schedule your private tour."
S,25 1640 162 STREET,F55,"$395,000 ",2019,"$1,577.72 ",2/7/2021,136,40,South Surrey White Rock,3,2,"4,485.00","1,468","$409,900 ","$409,900 ",,0,,Other,0,MHR,1,8,1,44,,Manufactured with Land,"Cheery Brook. Great place to call home. 3 bedroom 2 bathroom home in cu-de-sac. Home has 2 year old roof with 50 year asphalt shingles, two detached storage sheds. Big driveway and good size yard for the pets. Call for showing today.."
S,106 15875 20 AVENUE,F54,"$429,000 ",2020,"$1,659.52 ",5/17/2021,8,42,South Surrey White Rock,2,2,"3,319.00","1,248","$429,000 ","$429,000 ",,0,,Concrete Block,0,MHP,1,7,1,0,,Manufactured with Land,"Start the car!! Bareland strata in coveted South Surrey. Double wide, 2 bedroom, 2 bathroom corner lot. Tons of potential to make this your future dream house. Open concept with large living room on an extremely private street close to everything you might need. Amazing opportunity, act fast!"
S,64 1640 162 STREET,F55,"$449,000 ",2020,"$1,654.69 ",5/6/2021,14,39,South Surrey White Rock,2,2,"3,574.00",949,"$449,000 ","$449,000 ",,0,,Concrete Block,0,MHR,,5,1,0,0,Manufactured with Land,"Terrific Condo Alternative (NO Elevator or underground parking) for the 55# in Beautiful Cherry Brook Park. This 2 bedroom, 2 bath Manufactured Home and you OWN THE LAND. The strata fee is only $130 a month. Affordable Housing without the high prices. Great covered deck to relax with a beverage, workshop on the deck for your projects. Low maintenance yard and a nice area for the gardener. Beautiful Park with a great clubhouse, lots of visitors parking. Close to HWY 99, Hospital, Shopping, White Rock Beach & Golf Course. Come See Come Buy! BY APPOINTMENT ONLY. Call to book a time"
S,63 15875 20 AVENUE,F55,"$457,000 ",2020,"$1,531.29 ",1/29/2021,7,37,South Surrey White Rock,2,2,"3,513.00","1,307","$420,000 ","$420,000 ",,0,,Concrete Slab,0,RES,1,8,1,,,Manufactured with Land,"Sea Ridge Bays; Open concept and vaulted ceiling in this 1300 square foot spotless manufactured home.  Plenty of counter space and two bathrooms.  Master bedroom has large soaker tub and 2nd bathroom has large walk-in shower. New blinds, skirting($5703 in 2020), Front entrance steps have been upgraded in 2020 with Rubber paving material for safety. This home has been lovingly cared for and also has a garden shed that has been grandfathered by the strata.  You own the land!! Call us today to book your person showing."
S,2060 CUMBRIA DRIVE,F55,"$460,000 ",2020,"$1,732.14 ",4/12/2021,37,45,South Surrey White Rock,2,2,"4,175.00",900,"$477,000 ","$477,000 ",Asphalt,0,,Other,0,CDZ,1,7,1,34,,Manufactured with Land,"If you are looking for a low maintenance, low expense life style - you have found it! This home has had updated furnace, hot water tank, roof, some windows, insulation...  Flex room in the front - possible 3rd bedroom, reading room or ample space to enlarge the kitchen. An extra shower (for when you are in a hurry or can't manage the tub) updated kitchen, The covered deck is ready for year round entertaining, Great shed out back and a lovely brick patio. All fenced and secure - bring the dogs!"
S,59 2120 KING GEORGE BOULEVARD,F55,"$485,000 ",2020,"$1,378.15 ",5/5/2021,13,39,South Surrey White Rock,2,1,"2,894.00","1,180","$487,500 ","$487,500 ",,0,,Concrete Slab,0,MHR,1,5,1,,,Manufactured with Land,"GREAT UNIT, WONDERFUL PARK. I f you are ready to relax and take time to smell the roses, golf a bit more, tired of being a slave to the yard work - THIS ONES FOR YOU!!  Small pets welcome, Wonderful strata, community events, Safe to walk in the evenings, neighbors that say Hi! Low maintenance, easy livin"
S,1 1640 162 STREET,F55,"$496,000 ",2020,"$1,709.31 ",4/22/2021,8,38,South Surrey White Rock,2,2,"3,602.00","1,296","$499,000 ","$499,000 ",,0,,Concrete Block,0,MHR,2,9,1,0,0,Manufactured with Land,"Welcome to Cherry Brook Park this DOUBLE WIDE Manufactured Home is Bare Land Strata is for those 55+, Strata fee only $130 a month; The home offers you 2 Bedrooms, 2 Bathroom, family room, large kitchen. Bonus - New furnace/Hot water tank/roof 8 yrs old, Double glazed windows, hobby room, closed in deck, great club house. You don't take an elevator just park in front, close to Hwy 99, US border, Hospital, shopping, White Rock Beach & golf course. BY APPOINTMENT ONLY Don't let this one get away. Own a 1 level home with the land & move in ready (furniture included if you want it)"
S,43 1400 164 STREET,F55,"$545,500 ",2020,"$1,955.42 ",4/6/2021,11,34,South Surrey White Rock,2,2,"3,374.50","1,302","$545,500 ","$545,500 ",,0,Yes,Concrete Perimeter,0,MHR,1,10,1,36.74,26,House/Single Family,"Gateway Gardens – Highly desirable 55+ Gated Community with detached home. This well designed Rancher floor plan features a main bedroom with an ensuite. Second bedroom creates extended space and additional privacy for guests or an office. Gas fireplace with insert. Oversized windows and skylights boosts an abundance of natural light. Includes a semi attached 1 car garage. Plenty of upgrades found throughout including heated flooring and tile in bathrooms, quartz countertops, walk-in soaker tub, windows recently replaced. Pet friendly and focuses on an active social strata living community environment. 1 dog or 1 cat allowed. Quick possession possible. Bare land strata only $165/mth. Call your associate for your private viewing today."
S,51 2345 CRANLEY DRIVE,F55,"$570,000 ",2020,"$2,340.54 ",3/27/2021,103,32,South Surrey White Rock,2,2,"3,305.00","1,236","$599,000 ","$580,000 ",,0,,Concrete Perimeter,"1,236",MH-R,1,7,1,40.12,,Manufactured with Land,"Welcome to La Mesa – Lovely gated 55+ community in South Surrey.  2 bedrooms 2 bath DETACHED modular home with attached garage. Excellent floor plan featuring vaulted ceilings in the living room with gas fireplace, formal dining room and more.  Sliding glass doors from the kitchen open onto a large covered patio with private yard.  Spacious laundry room and crawl space great for extra storage. Excellent community and only blocks to shopping, transportation and restaurants.  Low monthly maintenance fee of $151.00 and pets welcome (2 cats or dogs).  New plumbing and dishwasher. Book your showing today!"
S,88 2303 CRANLEY DRIVE,F55,"$575,000 ",2020,"$1,700.30 ",3/20/2021,2,36,South Surrey White Rock,2,2,"4,068.00","1,056","$568,800 ","$568,800 ",Asphalt,0,,Concrete Block,0,MAN,1,7,1,"3,960.00",,House/Single Family,"Great popular Sunnyside estate gated community. No age restriction, 2 pets allowed, no PAD fees. Only small maintenance fee of $135.00 per month. Close to shops, restaurants, schools, easy to show with appointment."
S,10 2345 CRANLEY DRIVE,F55,"$578,000 ",2020,"$2,333.63 ",1/15/2021,0,31,South Surrey White Rock,2,2,"3,283.00","1,306","$582,900 ","$582,900 ",Concrete,0,,Concrete Perimeter,0,MH-R,1,7,1,0,,Manufactured with Land,"This is it! Beautiful updated 2 bedroom rancher in popular quiet 55+ gated community 'La Mesa'. This open plan welcomes you with loads of natural light through windows and skylights. Vaulted ceilings and cozy gas fireplace. Sliding glass doors onto a covered deck for outdoor living. Many updates include fresh paint, laminate flooring (no carpet), newer bathrooms, new window coverings, updated kitchen appliances, Navien on-demand hot water, new washer/dryer and more. Crawl space for extra storage. Single car garage with roomy driveway and close to nearby visitor parking and club house. Enjoy the easy access to transit, services along King George and the Shops at Morgan Crossing. Modular home on bare land strata. Age restrictions 55+, pets are allowed and low maintenance fee of $159."
S,55 2345 CRANLEY DRIVE,F55,"$597,900 ",2020,"$2,342.93 ",4/13/2021,7,31,South Surrey White Rock,2,2,"3,311.00","1,150","$599,900 ","$599,900 ",,0,,Concrete Perimeter,0,RM-M,1,8,1,,,Manufactured with Land,"“LA MESA”  Very popular community of detached homes in a private setting. Spacious 1150 sq. ft.  rancher with a lovely living room and fireplace with sliding doors to the dining room and kitchen. Pantry cupboards in kitchen with sliders. Lovely large professionally finished sunroom with newer tinted glass window. Private patio with an arbour, garden area marked with concrete blocks, spacious area between neighboring unit. Roof 19 years , Navien instant hot water system, new windows 2017, new laminate flooring, all newer stainless steel appliances with 4 years, Bosch dishwasher, ceiling fan in living room. One car garage with new door plus pad parking. Located across from visitors parking. Led lighting. Great community here and a very well looked after home. strata fee 150.75 per month"
S,49 2303 CRANLEY DRIVE,F55,"$606,000 ",2020,"$1,692.72 ",2/15/2021,6,37,South Surrey White Rock,2,2,"3,315.00","1,163","$529,000 ","$529,000 ",Asphalt,0,,Concrete Slab,0,MHR,1,6,1,45,72,Manufactured with Land,"Welcome to THE POPULAR SUNNYSIDE ESTATES GATED COMMUNITY where you will find NO AGE RESTRICTIONS, no pad fees and only a SMALL MAINTENANCE FEE OF $95.00 PER MONTH, This is a great Condo or Townhome alternative as YOU OWN YOUR OWN 3315 SQ. FT. LOT, There are many MODERN FEATURES THROUGHOUT and this home is MOVE IN READY!, 2 pets allowed no higher than 15 at shoulder height and or/25 lbs, A SHORT WALK TO SHOPS, RESTAURANTS AND MUCH MORE!, SHOWINGS BY APPOINTMENT ONLY so HURRY IN before this one is GONE!"
S,15834 ESSEX PLACE,F55,"$640,000 ",2020,"$1,959.94 ",1/29/2021,64,13,South Surrey White Rock,2,2,"4,507.00","1,378","$699,000 ","$649,000 ",Gravel,0,,Concrete Block,0,CD,,8,1,58,,Manufactured with Land,"Beautiful Home built in 2008. This manufactured home sits on your own 4500 sf LOT with NO Pad fees, NO Strata fees! Nice and Bright 2 bedroom unit with a GORGEOUS Kitchen with STAINLESS Steel Appliances.  Great floorplan that is big and open, perfect for all your entertaining needs.  This home has nothing to do but move in and enjoy.  Additional storage sheds on the lot and 2 parking spots.  Positioned on a corner lot allowing for lots of light and privacy.  Situated in a lovely 50+ community. BONUS features include a city owned club house and RV storage lot (free storage for owners). Short distance to tons of amenities and local shopping outlets, HWY access and the US border. Don't miss out, call today!"
S,121 14220 19A AVENUE,F52,"$670,000 ",2020,"$2,810.62 ",3/17/2021,49,34,South Surrey White Rock,2,2,0,"1,322","$749,900 ","$724,900 ",,0,,Concrete Perimeter,0,MR15,1,7,1,,,Townhouse,"Welcome to Ocean Bluff Court! Rarely available fully detached rancher in an adult oriented 55+ community in the heart of South Surrey. This bright and spacious 2 bed, 2 bath home is awesome. The huge living room with wall-to-wall windows and a cozy gas fireplace is an entertainer's dream. Enjoy a generous sized kitchen with eating area, surrounded by windows looking out onto the super private patio. Double french doors lead out to the lovely patio area from the cozy family room, perfect for BBQing. Centrally located with easy access to Hwy 99, close to shopping, parks and nature trails - this is it! Don't miss it, book your private viewing today."
S,23 2303 CRANLEY DRIVE,F55,"$697,000 ",2020,"$1,699.98 ",4/16/2021,30,1,South Surrey White Rock,3,2,"3,314.00","1,440","$725,000 ","$725,000 ",,0,,Concrete Block,0,MHR,0,6,1,45,,Manufactured with Land,"Just built in 2020! Massive 1,440 sqft rancher manufactured home, and you own the land with your own 3,314 sqft lot. All ages allowed in this bare land strata, Sunnyside Estates. Massive great room style living area with vaulted ceilings and skylights. Spacious kitchen with stainless steel appliances and an island, perfect for entertaining. Plenty of space for a dining table. Open concept living room with gas fireplace. Generous sized master bedroom with 4 piece ensuite. Two additional bedrooms and another 4 piece bathroom. loaded with upgrades including powerful hood fan, flooring, drywall with rounded corners, and window trim. Huge covered wood deck, and private backyard. Bus stop just outside the complex. $95/month strata fee + $40/mo water. Call today!"
